nr,run,tt,treatment,aboveground,tray,placement,3-4 mg,comment,Sample Number,Name,Height (nA),N15,Height (nA),13C,Weight,PEAnA,PEA15N,PEAnA,PEA13C,gnsnSTD N weight,gnsnSTD C weight,1nA to x mgN STD,1nA to x mgC STD,mg N in sample,mg C in sample,%N,%C,C/N,d15Nkorr,d13Ckorr,Nat abun (15N),δ15Nkorr,atom% (15N),APE%,N pr DW,15N pr DW,15N pr N ,Nat abun (13C),δ13Ckorr,atom% (13C),APE%,C pr DW,13C pr DW  ,13C pr C 
nr,run,tt,treatment,aboveground,tray,placement,3-4 mg,comment,Sample Number,Name,Height (nA),N15,Height (nA),13C,,,,,,,,,,,,,,,,,(ATM%),(δ),(% of N),(% excess),(mgN/g DW),(μg/g DW),(μg/g N),(ATM%),(δ),(% of C),(% excess),(mg/g DW),(μg/g DW),(μg/g C)
145,3,H,SCW,lichen,2,D10,3.692,,535,EliseLabAboveTray2_46.raw,8.400964,-1.249100613,5.2940755,-29.77410589,3.692,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.095787014,1.453362566,2.594447836,39.36518326,15.17285594,-1.435051937,-30.27901223,0.366,-1.435051937,0.365729981,-0.000270019,25.94447836,-0.070055069,-2.70019184,1.077,-30.27901223,1.07792954,0.00092954,393.6518326,3.659151783,9.295401366
148,4,D,SUD,lichen,2,D11,3.195,,536,EliseLabAboveTray2_47.raw,6.2583025,-0.851324072,4.3817625,-25.15876935,3.195,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.071356586,1.202908721,2.233382973,37.64972524,16.85771124,-1.037275395,-25.66367568,0.366,-1.037275395,0.365875136,-0.000124864,22.33382973,-0.02788699,-1.248643432,1.077,-25.66367568,1.083004328,0.006004328,376.4972524,22.60612898,60.04327744
149,4,F,SUW,lichen,2,D12,3.937,,537,EliseLabAboveTray2_48.raw,11.288175,0.289649475,5.276374,-25.45211736,3.937,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.128706727,1.44850304,3.269157398,36.7920508,11.25429165,0.103698152,-25.95702369,0.366,0.103698152,0.366291492,0.000291492,32.69157398,0.095293417,2.914922867,1.077,-25.95702369,1.082681793,0.005681793,367.920508,20.90448092,56.81792797
,,,,,,,,PEACH,538,peach 2368uuu.raw,5.946854,2.026731233,4.0057405,-25.80174185,2.368,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.067805479,1.099680821,2.863407052,46.43922385,16.21817052,1.840779909,-26.30664818,0.366,1.840779909,0.36692537,0.00092537,28.63407052,0.264971143,9.253701575,1.077,-26.30664818,1.082297379,0.005297379,464.3922385,24.60061852,52.97379344
150,4,H,SCD,lichen,2,E1,3.666,,539,EliseLabAboveTray2_49.raw,10.347805,-0.485713308,5.2280715,-26.75129463,3.666,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.117984715,1.435242737,3.21835011,39.15010194,12.16464977,-0.671664631,-27.25620096,0.366,-0.671664631,0.366008552,8.55E-06,32.1835011,0.00275244,0.085523326,1.077,-27.25620096,1.081253327,0.004253327,391.5010194,16.65182003,42.53327376
151,4,A,BCW,salix_stem,2,E2,3.484,,540,EliseLabAboveTray2_50.raw,4.821053,-1.343775247,5.4838045,-29.54782039,3.484,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.0549692,1.505448152,1.577761199,43.21033732,27.38712129,-1.52972657,-30.05272672,0.366,-1.52972657,0.365695433,-0.000304567,15.77761199,-0.048053477,-3.045674911,1.077,-30.05272672,1.078178364,0.001178364,432.1033732,5.091751569,11.78364226
152,4,B,SCW,salix_stem,2,E3,3.836,,541,EliseLabAboveTray2_51.raw,6.4899435,-6.034610083,5.983454,-29.81239581,3.836,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.073997735,1.642615044,1.929033765,42.82103868,22.19817997,-6.220561406,-30.31730214,0.366,-6.220561406,0.363983641,-0.002016359,19.29033765,-0.388962479,-20.16359102,1.077,-30.31730214,1.077887436,0.000887436,428.2103868,3.800094549,8.874363318
153,4,C,BCD,salix_stem,2,E4,3.486,,542,EliseLabAboveTray2_52.raw,7.6823855,-1.11828011,5.550406,-28.93496591,3.486,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.087593849,1.523732011,2.512732317,43.71004047,17.39542258,-1.304231434,-29.43987224,0.366,-1.304231434,0.365777719,-0.000222281,25.12732317,-0.055853191,-2.22280703,1.077,-29.43987224,1.078852254,0.001852254,437.1004047,8.096210615,18.52254203
154,4,D,SUD,salix_stem,2,E5,4.104,,543,EliseLabAboveTray2_53.raw,6.7613295,1.474372012,6.420788,-29.13018553,4.104,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.077092053,1.762674696,1.878461337,42.95016316,22.86454467,1.288420689,-29.63509186,0.366,1.288420689,0.36672381,0.00072381,18.78461337,0.135964878,7.238098304,1.077,-29.63509186,1.078637593,0.001637593,429.5016316,7.033489678,16.37593238
155,4,E,BUW,salix_stem,2,E6,3.889,,544,EliseLabAboveTray2_54.raw,5.8005375,-3.221339309,6.1104305,-28.54892685,3.889,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.066137192,1.677473423,1.700622057,43.13379848,25.36354171,-3.407290632,-29.05383318,0.366,-3.407290632,0.365010274,-0.000989726,17.00622057,-0.168314983,-9.897259768,1.077,-29.05383318,1.079276735,0.002276735,431.3379848,9.820422906,22.76735009
,,,,,,,,PEACH,545,peach 2733 EFTER ash RED.raw,6.6809685,-1.930371316,4.488941,-31.72761439,2.733,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.076175785,1.23233203,2.787258858,45.09081707,16.17747736,-2.11632264,-32.23252072,0.366,-2.11632264,0.365481374,-0.000518626,27.87258858,-0.144554612,-5.186264319,1.077,-32.23252072,1.075781405,-0.001218595,450.9081707,-5.494742446,-12.18594562
156,4,F,SUW,salix_stem,2,E7,3.997,,546,EliseLabAboveTray2_55.raw,5.5462755,10.60365837,6.3366495,-34.64607635,3.997,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.06323812,1.739576471,1.582139605,43.52205332,27.5083521,10.41770705,-35.15098269,0.366,10.41770705,0.370055055,0.004055055,15.82139605,0.641566357,40.55055287,1.077,-35.15098269,1.072572006,-0.004427994,435.2205332,-19.27153888,-44.27993951
157,4,H,SCD,salix_stem,2,E8,3.729,,547,EliseLabAboveTray2_56.raw,6.7409245,-5.208610514,5.8902075,-33.61166455,3.729,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.076859397,1.617016434,2.061126236,43.36327257,21.03863014,-5.394561838,-34.11657088,0.366,-5.394561838,0.364285071,-0.001714929,20.61126236,-0.353468501,-17.14928931,1.077,-34.11657088,1.073709561,-0.003290439,433.6327257,-14.2684214,-32.90439249
158,4,B,SCW,salix_leaf,2,E9,3.709,,548,EliseLabAboveTray2_57.raw,3.24899675,1.654464528,5.8033535,-36.33327105,3.709,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.03704476,1.593172733,0.998780272,42.95423923,43.00669571,1.468513205,-36.83817738,0.366,1.468513205,0.366789527,0.000789527,9.98780272,0.078856412,7.895271291,1.077,-36.83817738,1.070716522,-0.006283478,429.5423923,-26.99020057,-62.83477733
159,4,C,BCD,salix_leaf,2,E10,3.82,,549,EliseLabAboveTray2_58.raw,7.7447765,0.411411064,5.7969805,-37.69014564,3.82,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.088305225,1.591423178,2.311655104,41.66029261,18.02184614,0.225459741,-38.19505197,0.366,0.225459741,0.366335925,0.000335925,23.11655104,0.077654165,3.359245266,1.077,-38.19505197,1.069224256,-0.007775744,416.6029261,-32.39397771,-77.75744164
160,4,D,SUD,salix_leaf,2,E11,3.463,,550,EliseLabAboveTray2_59.raw,4.4896255,-3.475746056,5.530969,-36.94176593,3.463,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.051190294,1.518396044,1.478206598,43.84626175,29.66179546,-3.66169738,-37.44667226,0.366,-3.66169738,0.364917435,-0.001082565,14.78206598,-0.160025401,-10.82564515,1.077,-37.44667226,1.070047316,-0.006952684,438.4626175,-30.4849201,-69.52683965
161,4,E,BUW,salix_leaf,2,E12,3.109,,551,EliseLabAboveTray2_60.raw,2.98571275,13.80078215,4.9332385,-37.66100584,3.109,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.03404282,1.354303346,1.094976535,43.56073806,39.78234844,13.61483083,-38.16591217,0.366,13.61483083,0.371221622,0.005221622,10.94976535,0.571755377,52.21622186,1.077,-38.16591217,1.069256304,-0.007743696,435.6073806,-33.73211245,-77.43696263
,,,,,,,,PEACH,552,peach 2808u.raw,6.8797505,1.908842883,4.6356175,-34.89071238,2.808,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.078442279,1.272598576,2.793528439,45.32046212,16.22337596,1.722891559,-35.39561871,0.366,1.722891559,0.366882352,0.000882352,27.93528439,0.24648749,8.823518178,1.077,-35.39561871,1.072302973,-0.004697027,453.2046212,-21.28714281,-46.97026865
162,4,F,SUW,salix_leaf,2,F1,3.407,,553,EliseLabAboveTray2_61.raw,3.68657325,-3.128563194,5.55817,-39.04089863,3.407,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.042033967,1.525863432,1.233753069,44.78612951,36.3007239,-3.314514517,-39.54580496,0.366,-3.314514517,0.36504413,-0.00095587,12.33753069,-0.117930755,-9.558700039,1.077,-39.54580496,1.067738677,-0.009261323,447.8612951,-41.47788061,-92.61322885
163,4,H,SCD,salix_leaf,2,F2,3.093,,554,EliseLabAboveTray2_62.raw,3.06300125,-3.806470458,4.9914885,-38.73547666,3.093,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.034924057,1.370294499,1.129132131,44.30308758,39.23640677,-3.992421781,-39.24038299,0.366,-3.992421781,0.364796747,-0.001203253,11.29132131,-0.135863194,-12.03253279,1.077,-39.24038299,1.068074589,-0.008925411,443.0308758,-39.54232761,-89.25411246
164,5,A,SUW,equisetum,2,F3,3.3,det var alt der var,555,EliseLabAboveTray2_63.raw,5.6418645,0.599390086,4.1389695,-38.15732693,3.3,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.064328017,1.136255675,1.949333847,34.43199016,17.66346499,0.413438762,-38.66223326,0.366,0.413438762,0.36640452,0.00040452,19.49333847,0.078854494,4.045202108,1.077,-38.66223326,1.068710448,-0.008289552,344.3199016,-28.54257804,-82.89552216
165,5,B,SUD,equisetum,2,F4,3.305,,556,EliseLabAboveTray2_64.raw,5.0515345,1.396280183,4.458821,-38.51646805,3.305,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.057597129,1.224063301,1.742727047,37.03671106,21.25215829,1.21032886,-39.02137438,0.366,1.21032886,0.366695313,0.000695313,17.42727047,0.121174152,6.953134274,1.077,-39.02137438,1.068315459,-0.008684541,370.3671106,-32.16468299,-86.84540845
166,5,C,SCW,equisetum,2,F5,3.469,,557,EliseLabAboveTray2_65.raw,5.783359,2.901581256,4.0668035,-27.12826679,3.469,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.065941324,1.116444216,1.900874146,32.18345967,16.93087348,2.715629933,-27.63317312,0.366,2.715629933,0.367244608,0.001244608,19.00874146,0.236584375,12.44608307,1.077,-27.63317312,1.080838833,0.003838833,321.8345967,12.35469255,38.38832952
167,5,D,BUD,equisetum,2,F6,3.24,,558,EliseLabAboveTray2_66.raw,3.82328425,-0.609522503,4.05879925,-25.58523969,3.24,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.043592733,1.114246839,1.345454729,34.39033455,25.5603803,-0.795473826,-26.09014603,0.366,-0.795473826,0.365963373,-3.66E-05,13.45454729,-0.004928051,-0.366274001,1.077,-26.09014603,1.082535425,0.005535425,343.9033455,19.03651051,55.35424636
168,5,F,BCW,equisetum,2,F7,3.207,,559,EliseLabAboveTray2_67.raw,5.7117055,1.266255688,4.18208125,-27.34299368,3.207,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.065124338,1.148090981,2.030693407,35.79953169,17.6292155,1.080304364,-27.84790001,0.366,1.080304364,0.366647866,0.000647866,20.30693407,0.131561782,6.478662963,1.077,-27.84790001,1.080602731,0.003602731,357.9953169,12.89760996,36.02731474
169,5,G,SCD,equisetum,2,F8,3.079,,560,EliseLabAboveTray2_68.raw,5.1472985,1.563169043,3.79055825,-27.3183219,3.079,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.058689021,1.04060765,1.906106566,33.79693569,17.73087418,1.377217719,-27.82322824,0.366,1.377217719,0.366756213,0.000756213,19.06106566,0.144142187,7.562126368,1.077,-27.82322824,1.080629859,0.003629859,337.9693569,12.26781184,36.29859214
170,5,H,BUW,equisetum,2,F9,3.243,,561,EliseLabAboveTray2_69.raw,5.0864745,1.301056861,4.491793,-24.22365015,3.243,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.057995512,1.233114979,1.788329064,38.02389699,21.26224851,1.115105537,-24.72855648,0.366,1.115105537,0.366660566,0.000660566,17.88329064,0.11813086,6.605655679,1.077,-24.72855648,1.084032473,0.007032473,380.2389699,26.74020471,70.32473478
171,5,A,SUW,bryophyte,2,F10,3.056,,562,EliseLabAboveTray2_70.raw,2.60027125,-1.606119657,3.92604425,-26.42942754,3.056,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.029648052,1.07780211,0.970158775,35.26839366,36.35321822,-1.792070981,-26.93433387,0.366,-1.792070981,0.365599699,-0.000400301,9.701587751,-0.038835586,-4.003013409,1.077,-26.93433387,1.081607229,0.004607229,352.6839366,16.24895676,46.07229044
172,5,B,SUD,bryophyte,2,F11,3.698,,563,EliseLabAboveTray2_71.raw,3.3304635,16.22935706,4.630949,-27.04351312,3.698,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.037973637,1.271316951,1.026869568,34.37850056,33.47893601,16.04340573,-27.54841945,0.366,16.04340573,0.372107743,0.006107743,10.26869568,0.627185503,61.07742623,1.077,-27.54841945,1.080932023,0.003932023,343.7850056,13.51770534,39.32022957
173,5,C,SCW,bryophyte,2,F12,3.014,,564,EliseLabAboveTray2_72.raw,2.48261725,-1.352023471,3.81441675,-28.48138957,3.014,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.028306572,1.047157434,0.939169613,34.74311327,36.99343843,-1.537974794,-28.9862959,0.366,-1.537974794,0.365692423,-0.000307577,9.391696134,-0.028886735,-3.075774029,1.077,-28.9862959,1.079350997,0.002350997,347.4311327,8.168096468,23.50997277
,,,,,,,,PEACH,565,peach 2881u.raw,7.048289,2.328131693,4.7131475,-24.86632227,2.881,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.080363939,1.293882595,2.789445989,44.91088492,16.10028841,2.142180369,-25.3712286,0.366,2.142180369,0.367035353,0.001035353,27.89445989,0.288806202,10.35353268,1.077,-25.3712286,1.08332587,0.00632587,449.1088492,28.41004209,63.25870029
174,5,D,BUD,bryophyte,2,G1,3.232,,566,EliseLabAboveTray2_73.raw,2.22795775,32.19291486,4.3186675,-26.49897636,3.232,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.025402968,1.185587489,0.785982924,36.68278122,46.67121908,32.00696354,-27.0038827,0.366,32.00696354,0.377932015,0.011932015,7.859829237,0.937836014,119.3201514,1.077,-27.0038827,1.081530758,0.004530758,366.8278122,16.62008199,45.3075842
175,5,E,BCD,bryophyte,2,G2,3.357,,567,EliseLabAboveTray2_74.raw,2.28492175,-0.259837207,4.531162,-27.86269174,3.357,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.026052466,1.243922802,0.776063937,37.05459643,47.74683462,-0.44578853,-28.36759807,0.366,-0.44578853,0.366090978,9.10E-05,7.760639366,0.007060445,0.909776226,1.077,-28.36759807,1.080031296,0.003031296,370.5459643,11.23234642,30.31296386
176,5,F,BCW,bryophyte,2,G3,3.605,,568,EliseLabAboveTray2_75.raw,3.42463425,-0.972009363,5.0105165,-41.78899125,3.605,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.039047363,1.375518184,1.083144599,38.15584421,35.22691636,-1.157960687,-42.29389758,0.366,-1.157960687,0.365831096,-0.000168904,10.83144599,-0.018294771,-1.689042366,1.077,-42.29389758,1.064716145,-0.012283855,381.5584421,-46.87008478,-122.8385474
177,5,G,SCD,bryophyte,2,G4,3.529,,569,EliseLabAboveTray2_76.raw,2.767143,-2.684862222,4.434437,-27.15008056,3.529,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.031550708,1.217369253,0.894041043,34.49615339,38.58452992,-2.870813545,-27.65498689,0.366,-2.870813545,0.365206046,-0.000793954,8.940410433,-0.070982784,-7.93954423,1.077,-27.65498689,1.080814848,0.003814848,344.9615339,13.15975755,38.1484782
178,5,H,BUW,bryophyte,2,G5,3.151,,570,EliseLabAboveTray2_77.raw,2.42873725,1.259796082,3.89931825,-27.60753651,3.151,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.027692237,1.070465122,0.87883965,33.97223492,38.65578313,1.073844759,-28.11244284,0.366,1.073844759,0.366645509,0.000645509,8.788396501,0.056729901,6.455091257,1.077,-28.11244284,1.080311854,0.003311854,339.7223492,11.25110711,33.11853675
179,5,C,SCW,lichen,2,G6,3.389,,571,EliseLabAboveTray2_78.raw,7.881166,-0.671231228,5.032504,-27.51782974,3.389,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.089860325,1.381554329,2.651529225,40.76584034,15.3744639,-0.857182551,-28.02273607,0.366,-0.857182551,0.365940854,-5.91E-05,26.51529225,-0.015682683,-0.591458051,1.077,-28.02273607,1.080410491,0.003410491,407.6584034,13.90315257,34.10490856
180,5,D,BUD,lichen,2,G7,3.545,,572,EliseLabAboveTray2_79.raw,1.646776,-1.008670751,5.028976,-29.20543053,3.545,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.018776388,1.380585801,0.529658323,38.94459241,73.52776439,-1.194622075,-29.71033686,0.366,-1.194622075,0.365817717,-0.000182283,5.296583233,-0.009654746,-1.822825409,1.077,-29.71033686,1.078554855,0.001554855,389.4459241,6.05531772,15.54854563
181,5,A,SUW,lichen,2,G8,3.718,,573,EliseLabAboveTray2_80.raw,11.83265,-0.932720517,5.1885325,-22.26424469,3.718,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.13491478,1.424388245,3.628692316,38.31060367,10.55768865,-1.11867184,-22.76915102,0.366,-1.11867184,0.365845433,-0.000154567,36.28692316,-0.056087658,-1.545671362,1.077,-22.76915102,1.086186733,0.009186733,383.1060367,35.19492911,91.86733108
182,5,A,SUW,graminoid,2,G9,3.353,,574,EliseLabAboveTray2_81.raw,2.67650325,80.34245837,4.702303,-46.72500315,3.353,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.030517242,1.290905495,0.910147402,38.50001476,42.30085665,80.15650704,-47.22990948,0.366,80.15650704,0.395495157,0.029495157,9.101474016,2.684494054,294.9515704,1.077,-47.22990948,1.059286733,-0.017713267,385.0001476,-68.19610412,-177.1326701
183,5,B,SUD,graminoid,2,G10,3.325,,575,EliseLabAboveTray2_82.raw,2.4939175,84.50006353,4.8187575,-26.55425088,3.325,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.028435417,1.322875309,0.855200498,39.78572359,46.5221006,84.31411221,-27.05915721,0.366,84.31411221,0.397011405,0.031011405,8.552004978,2.65209686,310.1140454,1.077,-27.05915721,1.081469983,0.004469983,397.8572359,17.78414946,44.69982662
184,5,C,SCW,graminoid,2,G11,3.134,,576,EliseLabAboveTray2_83.raw,2.974019,-1.124301839,4.15785475,-27.76238968,3.134,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.033909489,1.141440172,1.081987538,36.42119246,33.6613789,-1.310253162,-28.26729601,0.366,-1.310253162,0.365775522,-0.000224478,10.81987538,-0.024288254,-2.244781264,1.077,-28.26729601,1.080141584,0.003141584,364.2119246,11.44202443,31.41584242
185,5,D,BUD,graminoid,2,G12,3.542,,577,EliseLabAboveTray2_84.raw,4.976302,-0.45914069,5.009541,-27.99187237,3.542,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.056739335,1.375250384,1.601901042,38.82694476,24.23804202,-0.645092013,-28.4967787,0.366,-0.645092013,0.366018249,1.82E-05,16.01901042,0.002923318,0.182490529,1.077,-28.4967787,1.079889255,0.002889255,388.2694476,11.2180926,28.89254528
,,,,,,,,PEACH,578,peach 2421u.raw,5.8182185,2.243579178,4.083155,-25.65779896,2.421,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.066338789,1.120933131,2.740139981,46.30041848,16.89709971,2.057627854,-26.16270529,0.366,2.057627854,0.367004499,0.001004499,27.40139981,0.275246923,10.04499496,1.077,-26.16270529,1.082455645,0.005455645,463.0041848,25.25986676,54.55645455
186,5,E,BCD,graminoid,2,H1,3.658,,579,EliseLabAboveTray2_85.raw,5.32291,0.575528158,5.248034,-27.76967154,3.658,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.060691327,1.440722967,1.659139619,39.38553764,23.73853122,0.389576834,-28.27457787,0.366,0.389576834,0.366395813,0.000395813,16.59139619,0.065670858,3.95812727,1.077,-28.27457787,1.080133577,0.003133577,393.8553764,12.34176316,31.33577424
187,5,F,BCW,graminoid,2,H2,3.565,,580,EliseLabAboveTray2_86.raw,5.67231,2.072416895,5.1285375,-28.2198195,3.565,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.064675154,1.407918044,1.81416981,39.49279225,21.76907147,1.886465571,-28.72472583,0.366,1.886465571,0.366942041,0.000942041,18.1416981,0.170902268,9.42041187,1.077,-28.72472583,1.079638612,0.002638612,394.9279225,10.42061547,26.3861198
188,5,G,SCD,graminoid,2,H3,3.419,,581,EliseLabAboveTray2_87.raw,3.36629725,-0.730800478,4.258117,-27.92063982,3.419,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.03838221,1.168964789,1.122615084,34.19025414,30.45590124,-0.916751802,-28.42554615,0.366,-0.916751802,0.365919117,-8.09E-05,11.22615084,-0.009080103,-0.808834946,1.077,-28.42554615,1.079967579,0.002967579,341.9025414,10.14622814,29.67579036
189,5,A,SUW,salix_stem,2,H4,3.75,,582,EliseLabAboveTray2_88.raw,5.093535,-3.016344393,6.086081,-29.1823025,3.75,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.058076015,1.670788847,1.548693726,44.55436924,28.76899964,-3.202295716,-29.68720883,0.366,-3.202295716,0.365085081,-0.000914919,15.48693726,-0.141692934,-9.149190132,1.077,-29.68720883,1.078580286,0.001580286,445.5436924,7.040864294,15.80285932
190,5,B,SUD,salix_stem,2,H5,3.14,,583,EliseLabAboveTray2_89.raw,4.8914255,-2.090913775,5.185441,-28.58198393,3.14,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.055771581,1.423539547,1.776164997,45.33565435,25.52446109,-2.276865098,-29.08689026,0.366,-2.276865098,0.365422789,-0.000577211,17.76164997,-0.102522247,-5.772112817,1.077,-29.08689026,1.079240386,0.002240386,453.3565435,10.15693766,22.40386249
191,5,C,SCW,salix_stem,2,H6,4.062,,584,EliseLabAboveTray2_90.raw,6.3468025,-7.484560764,6.3827465,-29.64685657,4.062,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.072365655,1.752231307,1.78152769,43.13715674,24.21357634,-7.670512087,-30.1517629,0.366,-7.670512087,0.363454509,-0.002545491,17.8152769,-0.453486228,-25.45490764,1.077,-30.1517629,1.078069464,0.001069464,431.3715674,4.613363428,10.69463956
192,5,D,BUD,salix_stem,2,H7,3.89,,585,EliseLabAboveTray2_91.raw,4.9781615,13.33231155,6.1808995,-29.51784178,3.89,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.056760537,1.696819012,1.459139762,43.62002601,29.89434401,13.14636022,-30.02274811,0.366,13.14636022,0.371050688,0.005050688,14.59139762,0.73696601,50.50688285,1.077,-30.02274811,1.078211329,0.001211329,436.2002601,5.28381887,12.11328684
193,5,E,BCD,salix_stem,2,H8,3.325,,586,EliseLabAboveTray2_92.raw,6.7917735,-0.974933966,5.3395005,-29.00916997,3.325,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.077439173,1.46583292,2.328997683,44.08520059,18.92882974,-1.160885289,-29.5140763,0.366,-1.160885289,0.365830029,-0.000169971,23.28997683,-0.039586316,-1.699714689,1.077,-29.5140763,1.07877066,0.00177066,440.8520059,7.805992264,17.70660484
194,5,F,BCW,salix_stem,2,H9,3.998,,587,EliseLabAboveTray2_93.raw,7.586246,-3.477462451,6.1127425,-27.48307646,3.998,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.086497675,1.678108128,2.163523634,41.97369004,19.40061545,-3.663413775,-27.98798279,0.366,-3.663413775,0.364916809,-0.001083191,21.63523634,-0.234350904,-10.83190865,1.077,-27.98798279,1.080448704,0.003448704,419.7369004,14.47548249,34.48703813
195,5,G,SCD,salix_stem,2,H10,3.294,,588,EliseLabAboveTray2_94.raw,4.0714845,-4.554896711,5.2171135,-28.19642145,3.294,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.04642269,1.432234479,1.40931055,43.48009953,30.8520358,-4.740848035,-28.70132778,0.366,-4.740848035,0.364523628,-0.001476372,14.0931055,-0.208066651,-14.76371911,1.077,-28.70132778,1.07966434,0.00266434,434.8009953,11.58457553,26.643397
