run,treatment,layer,diameter,tray,position,nr,4-5mg,comment,,,,,,,,Sample Number,Name,Height (nA),N15,Height (nA),13C,Weight,PEAnA,PEA15N,PEAnA,PEA13C,gnsnSTD N weight,gnsnSTD C weight,1nA to x mgN STD,1nA to x mgC STD,mg N in sample,mg C in sample,%N,%C,C/N,d15Nkorr,d13Ckorr,Nat abun (15N),δ15Nkorr,atom% (15N),APE%,N pr DW,15N pr DW,15N pr N ,Nat abun (13C),δ13Ckorr,atom% (13C),APE%,C pr DW,13C pr DW  ,13C pr C ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(ATM%),(δ),(% of N),(% excess),(mgN/g DW),(μg/g DW),(μg/g N),(ATM%),(δ),(% of C),(% excess),(mg/g DW),(μg/g DW),(μg/g C),,
6,SCW,top,fine,3,F10,271,4.152,,,,,,,,,83,EliseLabRootsTray3_70.raw,4.03,301.61,5.99,-24.91,4.152,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05075008,1.90677284,1.22230448,45.92420143,37.57181785,306.05874831,-27.51610020,0.36600000,306.05874831,0.47781318,0.11181318,12.22304484,13.66697518,1118.13180416,1.08000000,-27.51610020,1.08096756,0.00096756,459.24201430,4.44343837,9.67559202,,
6,SCW,top,coarse,3,F11,272,4.531,,,,,,,,,84,EliseLabRootsTray3_71.raw,3.49,167.30,6.57,-26.51,4.531,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04401146,2.08936608,0.97134099,46.11269205,47.47322788,171.74043416,-29.11727632,0.36600000,171.74043416,0.42888444,0.06288444,9.71340987,6.10822360,628.84441991,1.08000000,-29.11727632,1.07920697,-0.00079303,461.12692046,-3.65685424,-7.93025538,,
6,SCW,middle,fine,3,F12,273,4.136,,,,,,,,,85,EliseLabRootsTray3_72.raw,4.35,578.08,5.85,-21.52,4.136,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05485314,1.86058722,1.32623645,44.98518417,33.91942977,582.52099509,-24.12225189,0.36600000,582.52099509,0.57837014,0.21237014,13.26236452,28.16530181,2123.70137906,1.08000000,-24.12225189,1.08469908,0.00469908,449.85184172,21.13890866,46.99082386,,
,,,,,,,,PEACH,,,,,,,,86,peach2125korrekt.raw,4.80,-2.29,3.40,-23.62,2.13,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.06044403,1.08269733,2.84442481,50.95046268,17.91239567,2.15814246,-26.22137239,0.36600000,2.15814246,0.36704118,0.00104118,28.44424811,0.29615524,10.41177937,1.08000000,-26.22137239,1.08239114,0.00239114,509.50462678,12.18297234,23.91140668,,
6,SCW,middle,coarse,3,G1,274,4.25,,,,,,,,,87,EliseLabRootsTray3_73.raw,4.36,131.30,5.91,-24.29,4.25,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05489807,1.87880385,1.29171920,44.20714951,34.22349792,135.74522155,-26.89732225,0.36600000,135.74522155,0.41576413,0.04976413,12.91719205,6.42812804,497.64128442,1.08000000,-26.89732225,1.08164792,0.00164792,442.07149512,7.28500300,16.47924167,,
6,SCW,bottom,fine,3,G2,275,4.338,,,,,,,,,88,EliseLabRootsTray3_74.raw,3.80,0.35,5.53,-26.04,4.338,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04791630,1.75962174,1.10457132,40.56297245,36.72281868,4.79638855,-28.64354550,0.36600000,4.79638855,0.36800388,0.00200388,11.04571324,0.22134303,20.03881692,1.08000000,-28.64354550,1.07972788,-0.00027212,405.62972446,-1.10381938,-2.72124875,,
6,SCW,bottom,coarse,3,G3,276,4.655,,,,,,,,,89,EliseLabRootsTray3_75.raw,3.67,-2.04,5.95,-24.41,4.655,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04626080,1.89401733,0.99378724,40.68780522,40.94216899,2.40909915,-27.01246030,0.36600000,2.40909915,0.36713275,0.00113275,9.93787242,0.11257160,11.32753572,1.08000000,-27.01246030,1.08152133,0.00152133,406.87805218,6.18994619,15.21327128,,
6,SUD,top,fine,3,G4,277,4.575,,,,,,,,,90,EliseLabRootsTray3_76.raw,4.20,299.66,6.30,-24.44,4.575,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05290636,2.00490692,1.15642307,43.82310210,37.89538894,304.10944483,-27.04095372,0.36600000,304.10944483,0.47710344,0.11110344,11.56423072,12.84825846,1111.03442709,1.08000000,-27.04095372,1.08149000,0.00149000,438.23102105,6.52963291,14.89997877,,
6,SUD,top,coarse,3,G5,278,4.103,,,,,,,,,91,EliseLabRootsTray3_77.raw,3.44,320.28,5.94,-24.80,4.103,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04331830,1.88958615,1.05577135,46.05376923,43.62096892,324.72809891,-27.40470962,0.36600000,324.72809891,0.48461014,0.11861014,10.55771350,12.52251907,1186.10142910,1.08000000,-27.40470962,1.08109004,0.00109004,460.53769232,5.02003210,10.90037186,,
6,SUD,middle,fine,3,G6,279,4.424,,,,,,,,,92,EliseLabRootsTray3_78.raw,4.47,229.88,5.74,-24.42,4.424,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05637313,1.82674010,1.27425710,41.29159354,32.40444462,234.32604866,-27.01869384,0.36600000,234.32604866,0.45168877,0.08568877,12.74257097,10.91895243,856.88770737,1.08000000,-27.01869384,1.08151447,0.00151447,412.91593539,6.25350117,15.14473197,,
6,SUD,middle,coarse,3,G7,280,4.074,,,,,,,,,93,EliseLabRootsTray3_79.raw,3.10,314.81,5.79,-25.14,4.074,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.03900455,1.84161752,0.95740186,45.20416113,47.21545165,319.25252307,-27.73912534,0.36600000,319.25252307,0.48261674,0.11661674,9.57401858,11.16490861,1166.16742707,1.08000000,-27.73912534,1.08072233,0.00072233,452.04161133,3.26525050,7.22334054,,
6,SUD,bottom,fine,3,G8,281,4.532,,,,,,,,,94,EliseLabRootsTray3_80.raw,3.85,-5.07,5.73,-26.00,4.532,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04855537,1.82273196,1.07138939,40.21915190,37.53924774,-0.62183916,-28.60283597,0.36600000,-0.62183916,0.36602673,0.00002673,10.71389394,0.00286429,0.26734343,1.08000000,-28.60283597,1.07977264,-0.00022736,402.19151900,-0.91443113,-2.27362112,,
6,SUD,bottom,coarse,3,G9,282,4.671,,,,,,,,,95,EliseLabRootsTray3_81.raw,2.77,-2.62,5.86,-23.70,4.671,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.03489097,1.86492695,0.74697005,39.92564655,53.45013002,1.82113184,-26.30642071,0.36600000,1.82113184,0.36691820,0.00091820,7.46970055,0.06858682,9.18200433,1.08000000,-26.30642071,1.08229763,0.00229763,399.25646553,9.17343410,22.97629443,,
6,SUW,top,fine,3,G10,283,4.915,,,,,,,,,96,EliseLabRootsTray3_82.raw,5.23,118.98,6.82,-24.23,4.915,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.06588287,2.16846096,1.34044494,44.11924641,32.91388188,123.42617228,-26.83254804,0.36600000,123.42617228,0.41127302,0.04527302,13.40444940,6.06859915,452.73020727,1.08000000,-26.83254804,1.08171914,0.00171914,441.19246411,7.58473737,17.19144814,,
6,SUW,top,coarse,3,G11,284,4.286,,,,,,,,,97,EliseLabRootsTray3_83.raw,3.66,32.62,6.14,-25.91,4.286,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04615095,1.95393466,1.07678369,45.58876946,42.33790852,37.06776493,-28.50961519,0.36600000,37.06776493,0.37977830,0.01377830,10.76783692,1.48362448,137.78296363,1.08000000,-28.50961519,1.07987514,-0.00012486,455.88769456,-0.56922130,-1.24859984,,
6,SUW,middle,fine,3,G12,285,4.502,,,,,,,,,98,EliseLabRootsTray3_84.raw,5.33,558.46,6.27,-19.57,4.502,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.06716575,1.99571821,1.49190904,44.32959147,29.71333385,562.90623526,-22.17038651,0.36600000,562.90623526,0.57124241,0.20524241,14.91909043,30.62030008,2052.42405469,1.08000000,-22.17038651,1.08684502,0.00684502,443.29591470,30.34370896,68.45023370,,
6,SUW,middle,coarse,3,H1,286,4.061,,,,,,,,,99,EliseLabRootsTray3_85.raw,3.75,214.49,5.83,-23.42,4.061,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.04730480,1.85457104,1.16485587,45.66784143,39.20471410,218.93147276,-26.02717845,0.36600000,218.93147276,0.44608042,0.08008042,11.64855872,9.32821425,800.80415786,1.08000000,-26.02717845,1.08260466,0.00260466,456.67841425,11.89490907,26.04657609,,
6,SUW,bottom,fine,3,H2,287,4.519,,,,,,,,,100,EliseLabRootsTray3_86.raw,4.64,-5.62,5.96,-25.47,4.519,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.05850655,1.89568105,1.29467907,41.94912710,32.40117805,-1.17733492,-28.06920032,0.36600000,-1.17733492,0.36582403,-0.00017597,12.94679071,-0.02278301,-1.75974192,1.08000000,-28.06920032,1.08035940,0.00035940,419.49127100,1.50765607,3.59401059,,
6,SUW,bottom,coarse,3,H3,288,4.593,,,,,,,,,101,EliseLabRootsTray3_87.raw,3.13,-6.82,5.92,-24.56,4.593,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.03948298,1.88343654,0.85963379,41.00667406,47.70249219,-2.36989417,-27.16482624,0.36600000,-2.36989417,0.36538884,-0.00061116,8.59633788,-0.05253732,-6.11159306,1.08000000,-27.16482624,1.08135380,0.00135380,410.06674062,5.55146972,13.53796630,,
,,,,,,,,PEACH,,,,,,,,431,peach 1851u.raw,4.36,1.67,3.16,-24.68,1.851,4.91,-1.93,3.54,-24.42,2.13,2.13,0.0123,0.2770,0.05342336,0.87532917,2.88618900,47.28952813,16.38476486,5.57629309,-26.28962194,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,457,peach2816u.raw,6.48,-3.64,4.56,-24.23,2.82,4.91,-1.93,3.54,-24.42,2.13,2.13,0.0123,0.2770,0.07936947,1.26192729,2.81851798,44.81275904,15.89940509,0.26346855,-25.83746197,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,470,peach 1733u.raw,3.89,-3.81,2.91,-24.35,1.73,4.91,-1.93,3.54,-24.42,2.13,2.13,0.0123,0.2770,0.04768718,0.80738354,2.75171237,46.58877898,16.93083168,0.10023835,-25.96291609,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,,,4.91,-1.93,3.54,-24.42,2.13,4.91,-1.93,3.54,-24.42,2.13,2.13,0.0123,0.2770,0.060,0.982,2.820,46.01,16.32,1.98,-26.03,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,484,peach 2628u.raw,6.56,2.01,4.30,-25.93,2.63,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.081,1.205,3.091,45.89,14.85,7.72,-27.67,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,497,peach 1969u.raw,4.86,1.75,3.34,-25.87,1.97,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.060,0.937,3.051,47.58,15.60,7.45,-27.61,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,510,peach 2157u.raw,5.31,1.79,3.64,-25.90,2.16,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.066,1.019,3.046,47.22,15.50,7.49,-27.64,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,523,peach 3939u.raw,4.05,1.79,2.87,-25.78,3.94,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.050,0.803,1.272,20.39,16.02,7.50,-27.52,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,536,peach 2734u.raw,6.84,2.05,4.43,-25.99,2.73,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.085,1.242,3.097,45.41,14.66,7.76,-27.73,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,549,peach 2762u.raw,6.90,2.21,4.48,-26.00,2.76,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.085,1.256,3.090,45.46,14.71,7.92,-27.74,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,565,peach 3201u.raw,8.10,1.96,5.10,-25.70,3.20,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.100,1.429,3.131,44.64,14.26,7.66,-27.44,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,,,6.09,1.94,4.02,-25.88,2.77,6.09,1.94,4.02,-25.88,2.77,2.77,0.0128,0.3168,0.078,1.274,2.820,46.01,16.32,1.98,-26.03,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,578,peach 2095u.raw,5.21,10.77,3.67,-23.92,2.10,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.064,1.028,3.074,49.06,15.96,16.48,-25.66,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,591,peach 1823u.raw,4.51,7.91,3.23,-24.10,1.82,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.056,0.906,3.057,49.69,16.25,13.62,-25.84,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,604,peach 2469u.raw,6.21,8.02,4.24,-24.99,2.47,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.077,1.188,3.112,48.13,15.46,13.72,-26.73,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,657,peach 2368uu.raw,6.34,1.92,4.29,-25.80,2.37,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.078,1.202,3.311,50.74,15.33,7.63,-27.54,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,658,peach 2017uu.raw,5.00,10.32,3.54,-25.29,2.02,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.062,0.991,3.064,49.15,16.04,16.03,-27.03,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,,,5.45,7.79,3.79,-24.82,2.15,5.45,7.79,3.79,-24.82,2.15,2.15,0.0111,0.2613,0.061,0.991,2.820,46.01,16.32,1.98,-26.03,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,21,peach 2125u.raw,7.87,-3.04,4.97,-23.17,3.38,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.097,1.393,2.883,41.26,14.31,2.67,-24.91,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,34,peach 2262u.raw,10.16,-2.77,6.04,-23.22,4.29,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.126,1.693,2.933,39.51,13.47,2.93,-24.96,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,47,peach 2483u.raw,8.63,-2.62,5.35,-23.21,3.68,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.107,1.500,2.900,40.73,14.04,3.09,-24.95,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,60,peach 1983korrekt.raw,4.44,-2.68,3.19,-23.73,1.98,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.055,0.895,2.772,45.11,16.27,3.03,-25.47,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,73,peach 2833korrekt.raw,5.03,-1.40,3.48,-23.61,2.83,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.062,0.976,2.195,34.46,15.70,4.30,-25.35,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,86,peach2125korrekt.raw,4.80,-2.29,3.40,-23.62,2.13,5.18,-3.72,3.74,-24.29,2.27,2.27,0.0124,0.2802,0.059,0.954,2.793,44.88,16.07,3.42,-25.36,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,,,,,,,,6.82,-2.47,4.41,-23.43,3.05,6.82,-2.47,4.41,-23.43,3.05,3.05,0.0126,0.3181,0.086,1.402,2.820,46.01,16.32,1.98,-26.03,,,,,,,,,,,,,,,,
